customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
SYN-00340,Male,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.59,397.3,Yes
SYN-00341,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.98,2408.35,No
SYN-00342,Male,1,No,Yes,9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.85,624.59,Yes
SYN-00343,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),28.73,578.35,No
SYN-00344,Female,1,No,No,13,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.33,1071.94,Yes
SYN-00345,Male,1,No,No,0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),58.96,0.0,No
SYN-00346,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),98.18,6496.91,No
SYN-00347,Female,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,46.71,2806.22,Yes
SYN-00348,Male,1,Yes,No,23,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,63.28,1480.89,No
SYN-00349,Male,1,No,Yes,54,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.12,3098.75,No
SYN-00350,Male,1,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),83.72,1964.31,No
SYN-00351,Female,1,Yes,No,44,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),45.81,2009.25,No
SYN-00352,Male,1,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,82.97,1525.59,No
SYN-00353,Male,1,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.51,918.07,No
SYN-00354,Male,1,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,93.79,1043.34,Yes
SYN-00355,Female,1,No,Yes,48,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,24.83,1181.66,Yes
SYN-00356,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.97,1479.23,No
SYN-00357,Female,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,42.93,368.21,Yes
SYN-00358,Male,0,Yes,No,30,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,90.56,2715.8,No
SYN-00359,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.57,4229.28,Yes
SYN-00360,Male,0,Yes,Yes,39,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,82.83,3280.03,No
SYN-00361,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,57.87,880.68,Yes
SYN-00362,Female,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),107.25,7232.96,Yes
SYN-00363,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),48.36,194.23,No
SYN-00364,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,20.76,222.6,No
SYN-00365,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),38.38,753.23,No
SYN-00366,Male,0,No,No,15,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.45,847.3,Yes
SYN-00367,Female,1,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,66.37,4425.62,No
SYN-00368,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),108.61,603.01,No
SYN-00369,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.06,849.06,No
SYN-00370,Male,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),46.54,1663.54,Yes
SYN-00371,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,105.96,5588.34,Yes
SYN-00372,Male,1,Yes,No,47,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.37,3299.63,No
SYN-00373,Female,1,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.06,659.89,Yes
SYN-00374,Female,1,No,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),32.47,2051.09,Yes
SYN-00375,Male,1,No,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,36.97,1125.97,Yes
SYN-00376,Male,1,No,Yes,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),35.42,1836.42,No
SYN-00377,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),43.12,532.63,No
SYN-00378,Male,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),33.84,1770.81,Yes
SYN-00379,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.25,3477.18,Yes
SYN-00380,Male,1,No,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,58.66,2500.16,No
SYN-00381,Female,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),30.05,110.93,Yes
SYN-00382,Female,0,No,No,17,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.9,1154.31,No
SYN-00383,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),42.06,2809.17,No
SYN-00384,Male,0,Yes,No,49,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),70.56,3474.97,No
SYN-00385,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,49.3,3056.02,No
SYN-00386,Female,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,59.65,3058.29,No
SYN-00387,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.13,106.53,Yes
SYN-00388,Male,1,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,85.02,3955.0,No
SYN-00389,Female,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,59.42,2669.59,No
SYN-00390,Female,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.46,337.84,No
SYN-00391,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,33.97,996.57,Yes
SYN-00392,Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),96.49,5580.58,No
SYN-00393,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.94,666.52,No
SYN-00394,Male,1,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),40.73,1308.06,No
SYN-00395,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.95,77.44,Yes
SYN-00396,Female,1,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,33.6,1064.95,Yes
SYN-00397,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,89.78,4509.0,Yes
SYN-00398,Male,1,No,Yes,54,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,62.59,3424.39,No
SYN-00399,Male,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,29.04,18.32,Yes
SYN-00400,Female,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),28.82,902.96,Yes
SYN-00401,Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.76,1273.4,No
SYN-00402,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),59.67,743.33,No
SYN-00403,Female,1,No,Yes,43,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),35.29,1486.5,No
SYN-00404,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.8,1334.71,No
SYN-00405,Female,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.29,1875.39,Yes
SYN-00406,Male,1,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.73,4002.87,No
SYN-00407,Female,1,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.87,338.37,No
SYN-00408,Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),72.88,4043.01,No
SYN-00409,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,72.17,5019.76,No
SYN-00410,Male,0,No,Yes,39,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),51.21,2017.9,No
SYN-00411,Male,0,Yes,Yes,41,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),38.66,1589.48,Yes
SYN-00412,Female,1,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,38.8,265.39,Yes
SYN-00413,Male,1,No,No,59,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,72.19,4285.47,No
SYN-00414,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.35,1285.44,No
SYN-00415,Male,1,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,38.44,1150.95,Yes
SYN-00416,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),77.16,0.0,Yes
SYN-00417,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),56.85,543.95,No
SYN-00418,Male,0,No,No,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.27,628.92,Yes
SYN-00419,Male,0,No,No,16,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,46.89,750.0,No
SYN-00420,Female,0,Yes,No,46,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,29.08,1385.45,Yes
SYN-00421,Female,1,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.4,888.9,No
SYN-00422,Male,1,No,Yes,0,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.86,49.96,Yes
SYN-00423,Male,1,No,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,92.66,6396.1,Yes
SYN-00424,Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,85.55,1431.72,No
SYN-00425,Female,1,Yes,Yes,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,78.5,1617.34,No
SYN-00426,Female,0,No,No,44,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),108.43,4810.6,Yes
SYN-00427,Male,1,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.77,1163.83,No
SYN-00428,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),29.39,216.86,Yes
SYN-00429,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.82,335.54,No
SYN-00430,Female,0,Yes,Yes,17,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.27,1909.35,Yes
SYN-00431,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.37,53.17,Yes
SYN-00432,Male,0,Yes,No,62,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),96.49,5953.71,No
SYN-00433,Male,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.53,4179.39,Yes
SYN-00434,Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.08,4464.95,No
SYN-00435,Male,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),102.53,2458.55,No
SYN-00436,Male,0,No,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,98.41,4967.5,Yes
SYN-00437,Female,1,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,217.27,No
SYN-00438,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.59,1930.69,No
SYN-00439,Female,1,No,Yes,39,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.34,2693.03,Yes
SYN-00440,Female,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,110.62,1102.68,Yes
SYN-00441,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,78.27,3965.23,Yes
SYN-00442,Male,1,No,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),102.31,5771.39,Yes
SYN-00443,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),107.75,224.51,No
SYN-00444,Female,0,No,Yes,1,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),46.24,76.58,Yes
SYN-00445,Female,0,No,No,31,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),84.32,2613.3,No
SYN-00446,Female,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,78.68,5462.22,No
SYN-00447,Female,0,No,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.77,3695.55,Yes
SYN-00448,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.68,341.53,No
SYN-00449,Female,1,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),31.82,742.91,No
SYN-00450,Male,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),25.66,437.92,Yes
SYN-00451,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,54.48,911.78,Yes
SYN-00452,Female,0,No,No,39,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),49.52,1914.53,No
SYN-00453,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,113.84,7783.02,Yes
SYN-00454,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.97,3473.34,Yes
SYN-00455,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,73.58,177.44,Yes
SYN-00456,Male,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,95.46,5681.7,No
SYN-00457,Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,63.71,2696.88,No
SYN-00458,Male,1,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),28.44,1865.73,No
SYN-00459,Female,1,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.73,1677.74,No
SYN-00460,Female,1,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,57.8,3518.8,Yes
SYN-00461,Female,1,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,71.84,556.89,No
SYN-00462,Male,1,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.44,281.26,No
SYN-00463,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.6,5506.67,Yes
SYN-00464,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.06,1499.23,No
SYN-00465,Male,1,Yes,No,28,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.58,2296.91,Yes
SYN-00466,Female,1,Yes,No,15,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,96.45,1486.48,No
SYN-00467,Female,0,Yes,Yes,51,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),60.16,3029.75,Yes
SYN-00468,Female,1,No,Yes,48,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,28.82,1339.1,No
SYN-00469,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.65,2259.11,No
SYN-00470,Female,0,No,Yes,44,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.02,3075.09,Yes
SYN-00471,Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),88.62,742.96,No
SYN-00472,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.73,605.18,No
SYN-00473,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.69,491.54,Yes
SYN-00474,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.8,595.24,Yes
SYN-00475,Male,0,No,No,8,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.63,595.16,Yes
SYN-00476,Male,1,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.12,976.61,Yes
SYN-00477,Male,1,No,No,6,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,36.17,207.45,No
SYN-00478,Female,1,No,Yes,19,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),22.04,424.42,No
SYN-00479,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,68.3,3603.28,No
SYN-00480,Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),91.11,3328.34,Yes
SYN-00481,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.2,1781.48,No
SYN-00482,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.93,1085.3,Yes
SYN-00483,Male,0,Yes,No,40,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),20.73,820.56,Yes
SYN-00484,Female,0,Yes,No,56,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,90.1,5082.53,No
SYN-00485,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),52.46,1081.02,Yes
SYN-00486,Female,1,Yes,No,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),41.04,2562.05,No
SYN-00487,Male,1,No,No,47,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),108.8,5079.3,No
SYN-00488,Male,1,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),70.77,2848.35,Yes
SYN-00489,Male,0,No,Yes,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),68.09,1449.25,No
SYN-00490,Female,1,No,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.46,6639.27,No
SYN-00491,Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,92.53,4583.4,Yes
SYN-00492,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.0,439.51,No
SYN-00493,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.68,2002.04,No
SYN-00494,Female,1,Yes,No,19,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),113.09,2189.29,No
SYN-00495,Female,1,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.62,496.37,No
SYN-00496,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,92.75,5260.14,No
SYN-00497,Female,1,No,Yes,20,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,46.97,925.81,Yes
SYN-00498,Female,0,No,No,31,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),99.74,3096.62,Yes
SYN-00499,Female,1,No,Yes,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.04,4188.01,No
